p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,
6.94E-38,0.596436865,0.367,0.169,2,Bcl2a1b,,,,,,,,,,
1.30E-43,0.58976899,0.315,0.124,2,Gde1,,,,,,,,,,
1.20E-39,0.587607958,0.226,0.074,2,Ccr5,,,,,,,,,,
4.63E-45,0.587356253,0.336,0.135,2,Gns,,,,,,,,,,
5.47E-42,0.58645772,0.314,0.125,2,Cd86,,,,,,,,,,
3.92E-41,0.58162581,0.416,0.202,2,Rab20,,,,,,,,,,
3.24E-47,0.581301493,0.508,0.262,2,Cd44,,,,,,,,,,
1.30E-38,0.579262753,0.374,0.172,2,Tmem176b,,,,,,,,,,
1.59E-37,0.578396088,0.178,0.049,2,Acp2,,,,,,,,,,
4.08E-29,0.577485062,0.179,0.057,2,Slc30a1,,,,,,,,,,
3.77E-47,0.576966108,0.419,0.191,2,Rilpl2,,,,,,,,,,
4.75E-36,0.574334344,0.222,0.075,2,Metrnl,,,,,,,,,,
2.40E-30,0.573229827,0.161,0.046,2,Ano6,,,,,,,,,,
3.81E-34,0.572683236,0.207,0.069,2,Sowahc,,,,,,,,,,
9.17E-35,0.571527452,0.165,0.045,2,Lrrc25,,,,,,,,,,
2.19E-32,0.571438468,0.17,0.049,2,Cln8,,,,,,,,,,
8.99E-46,0.568280917,0.424,0.197,2,Coro1b,,,,,,,,,,
5.98E-47,0.567623938,0.546,0.3,2,Prdx5,,,,,,,,,,
1.13E-26,0.564445856,0.156,0.048,2,Ms4a6d,,,,,,,,,,
1.16E-26,0.562821997,0.191,0.069,2,Cadm1,,,,,,,,,,
6.95E-46,0.562380439,0.363,0.155,2,Lst1,,,,,,,,,,
1.48E-28,0.560728676,0.157,0.046,2,Igsf8,,,,,,,,,,
3.38E-44,0.557847876,0.419,0.198,2,Lgals3bp,,,,,,,,,,
7.63E-130,0.557792505,0.963,0.786,2,Itm2b,,,,,,,,,,
1.06E-33,0.556522361,0.272,0.111,2,Rab7b,,,,,,,,,,
6.17E-32,0.555523024,0.208,0.073,2,Slc48a1,,,,,,,,,,
3.72E-45,0.554977614,0.428,0.202,2,Adgre5,,,,,,,,,,
1.17E-33,0.554013429,0.185,0.057,2,Zfp703,,,,,,,,,,
1.48E-32,0.553931102,0.256,0.103,2,Lfng,,,,,,,,,,
7.99E-67,0.552346297,0.739,0.447,2,Npc2,,,,,,,,,,
8.41E-34,0.548963711,0.159,0.042,2,Abcc3,,,,,,,,,,
8.45E-34,0.548049407,0.208,0.072,2,Clec4n,,,,,,,,,,
6.00E-28,0.54198657,0.175,0.058,2,Ppt2,,,,,,,,,,
4.60E-36,0.541275159,0.169,0.047,2,Cpq,,,,,,,,,,
2.23E-102,0.539300401,0.925,0.715,2,Ly6e,,,,,,,,,,
4.54E-31,0.537342671,0.236,0.092,2,Lcp2,,,,,,,,,,
4.34E-33,0.536778265,0.154,0.041,2,Scimp,,,,,,,,,,
1.83E-27,0.534576252,0.181,0.062,2,Colgalt1,,,,,,,,,,
1.29E-27,0.534364617,0.181,0.063,2,Plau,,,,,,,,,,
2.40E-34,0.533389073,0.21,0.073,2,Dram2,,,,,,,,,,
2.39E-63,0.532183285,0.735,0.449,2,Cox5a,,,,,,,,,,
1.26E-26,0.530832424,0.204,0.078,2,Tgif1,,,,,,,,,,
1.48E-39,0.530444466,0.349,0.156,2,Pld4,,,,,,,,,,
3.21E-45,0.526500154,0.358,0.154,2,Cd302,,,,,,,,,,
2.03E-59,0.526227355,0.748,0.489,2,Txn1,,,,,,,,,,
1.17E-27,0.52586723,0.155,0.048,2,Rxra,,,,,,,,,,
2.56E-38,0.524504555,0.332,0.146,2,Asah1,,,,,,,,,,
5.52E-28,0.524419047,0.204,0.076,2,Cd48,,,,,,,,,,
5.43E-21,0.521774267,0.311,0.194,2,Cxcl1,,,,,,,,,,
4.56E-54,0.520604861,0.531,0.268,2,Tgm2,,,,,,,,,,
1.31E-30,0.514479546,0.233,0.092,2,Slc15a3,,,,,,,,,,
1.41E-30,0.500546419,0.26,0.112,2,Atp6v1a,,,,,,,,,,
8.56E-31,0.498326817,0.264,0.113,2,Ckb,,,,,,,,,,
1.40E-25,0.497470827,0.316,0.159,2,Tmem14c,,,,,,,,,,
8.79E-40,0.496312343,0.44,0.225,2,Grb2,,,,,,,,,,
9.09E-27,0.494998791,0.259,0.116,2,Ptpn1,,,,,,,,,,
9.19E-36,0.489808118,0.562,0.36,2,Rgs2,,,,,,,,,,
1.09E-31,0.488736543,0.269,0.116,2,Lyn,,,,,,,,,,
3.35E-35,0.488308212,0.305,0.137,2,Msr1,,,,,,,,,,
5.02E-24,0.487651622,0.174,0.064,2,Evl,,,,,,,,,,
4.24E-22,0.486394167,0.177,0.069,2,Dhrs1,,,,,,,,,,
1.03E-23,0.486041557,0.18,0.068,2,Scarb1,,,,,,,,,,
2.91E-32,0.48516862,0.399,0.261,2,Atp1b3,,,,,,,,,,
3.05E-33,0.483693901,0.576,0.367,2,Ccl4,,,,,,,,,,
4.80E-25,0.483181019,0.191,0.074,2,Entpd1,,,,,,,,,,
4.05E-39,0.482655809,0.513,0.287,2,Ninj1,,,,,,,,,,
8.73E-51,0.481786407,0.704,0.443,2,Mcl1,,,,,,,,,,
2.75E-27,0.480308444,0.228,0.095,2,Ube2q1,,,,,,,,,,
2.41E-26,0.479929139,0.159,0.053,2,Cept1,,,,,,,,,,
4.76E-30,0.476889602,0.196,0.073,2,Ncf2,,,,,,,,,,
5.22E-25,0.476850258,0.174,0.065,2,Abi3,,,,,,,,,,
8.98E-43,0.47644294,0.424,0.211,2,H2-DMa,,,,,,,,,,
6.78E-24,0.474473696,0.156,0.055,2,Cebpa,,,,,,,,,,
5.50E-29,0.474413453,0.245,0.105,2,Stat1,,,,,,,,,,
1.01E-22,0.471266407,0.168,0.063,2,Tmx1,,,,,,,,,,
2.02E-22,0.470354074,0.193,0.08,2,Gm6377,,,,,,,,,,
3.87E-35,0.470208344,0.469,0.259,2,Actr3,,,,,,,,,,
1.13E-26,0.467467542,0.28,0.133,2,Map3k8,,,,,,,,,,
1.11E-24,0.466445366,0.16,0.056,2,Pld3,,,,,,,,,,
4.62E-23,0.465204836,0.165,0.062,2,Abhd12,,,,,,,,,,
2.27E-24,0.463337636,0.194,0.079,2,Cndp2,,,,,,,,,,
2.29E-29,0.46266775,0.284,0.131,2,Csf2ra,,,,,,,,,,
1.54E-32,0.461846566,0.357,0.179,2,Serpinb6a,,,,,,,,,,
8.63E-24,0.460511978,0.169,0.064,2,Gbp3,,,,,,,,,,
1.07E-19,0.455448627,0.171,0.07,2,Tgfbi,,,,,,,,,,
3.90E-27,0.451650553,0.169,0.061,2,Timp2,,,,,,,,,,
1.75E-20,0.451221366,0.212,0.096,2,Arhgap17,,,,,,,,,,
6.75E-53,0.450708531,0.623,0.359,2,Ucp2,,,,,,,,,,
2.60E-28,0.448778778,0.242,0.106,2,Hmox2,,,,,,,,,,
1.16E-23,0.446889251,0.187,0.076,2,Neu1,,,,,,,,,,
7.03E-26,0.444914413,0.311,0.158,2,Zyx,,,,,,,,,,
2.91E-22,0.444576903,0.238,0.112,2,Hfe,,,,,,,,,,
2.27E-20,0.441593272,0.204,0.091,2,Naa50,,,,,,,,,,
1.54E-33,0.440600352,0.319,0.153,2,Arrb2,,,,,,,,,,
2.90E-26,0.440315116,0.315,0.161,2,Nfe2l2,,,,,,,,,,
1.51E-14,0.440221869,0.208,0.107,2,Mdm2,,,,,,,,,,
1.23E-21,0.439363448,0.16,0.061,2,Klf10,,,,,,,,,,
4.41E-25,0.435742135,0.205,0.087,2,Pgd,,,,,,,,,,
3.21E-29,0.434700214,0.214,0.088,2,Hexb,,,,,,,,,,
6.80E-27,0.432905321,0.264,0.126,2,Rnaset2a,,,,,,,,,,
2.61E-19,0.432507243,0.244,0.124,2,Jdp2,,,,,,,,,,
6.90E-18,0.431179125,0.236,0.12,2,Tubb2a,,,,,,,,,,
8.94E-24,0.429443673,0.17,0.066,2,Nlrp3,,,,,,,,,,
5.98E-27,0.429387309,0.356,0.191,2,Tmed10,,,,,,,,,,
4.43E-22,0.427278457,0.207,0.092,2,Mapre2,,,,,,,,,,
1.89E-40,0.421504448,0.44,0.233,2,Marcks,,,,,,,,,,
9.63E-29,0.418511022,0.221,0.095,2,Rcan1,,,,,,,,,,
2.72E-20,0.417861861,0.178,0.076,2,Cyth4,,,,,,,,,,
2.06E-23,0.417346861,0.249,0.119,2,Mapkapk2,,,,,,,,,,
1.75E-25,0.415587119,0.327,0.177,2,Itm2c,,,,,,,,,,
1.07E-21,0.41389164,0.278,0.144,2,Pmaip1,,,,,,,,,,
1.99E-39,0.413743837,0.639,0.403,2,Rap1b,,,,,,,,,,
2.03E-21,0.412146619,0.172,0.07,2,Sgpl1,,,,,,,,,,
6.10E-19,0.411898544,0.157,0.064,2,Pygl,,,,,,,,,,
3.58E-23,0.410016981,0.231,0.109,2,Leprot,,,,,,,,,,
4.41E-21,0.408868697,0.188,0.082,2,Ptpn6,,,,,,,,,,
2.72E-25,0.405919593,0.273,0.136,2,Hpcal1,,,,,,,,,,
1.17E-17,0.405784342,0.313,0.186,2,Id1,,,,,,,,,,
2.97E-19,0.403610004,0.207,0.098,2,Grk2,,,,,,,,,,
4.08E-19,0.402913405,0.231,0.115,2,Irf2bp2,,,,,,,,,,
1.46E-23,0.401712307,0.453,0.283,2,Klf6,,,,,,,,,,
5.47E-19,0.400318642,0.185,0.084,2,Mfsd1,,,,,,,,,,
0,1.842431806,0.986,0.798,3,Cst3,,Dendritic cell_Cst3 high,,,,,,,,
1.13E-78,1.737878666,0.367,0.076,3,Ccr7,,,,,,,,,,
0,1.642195051,0.998,0.733,3,H2-Eb1,,,,,,,,,,
3.60E-52,1.578422438,0.19,0.016,3,Ccl22,,,,,,,,,,
0,1.577539832,0.993,0.687,3,H2-Aa,,,,,,,,,,
8.54E-94,1.568942165,0.386,0.04,3,Naaa,,,,,,,,,,
1.70E-127,1.511616108,0.661,0.165,3,Gm2a,,,,,,,,,,
0,1.463074722,0.998,0.81,3,H2-Ab1,,,,,,,,,,
5.22E-85,1.383251736,0.514,0.128,3,Ppt1,,,,,,,,,,
1.39E-96,1.311357544,0.645,0.195,3,Cytip,,,,,,,,,,
7.32E-307,1.282068713,1,0.897,3,Cd74,,,,,,,,,,
5.90E-60,1.226981135,0.37,0.066,3,Nr4a3,,,,,,,,,,
2.27E-40,1.210379756,0.327,0.099,3,Il1r2,,,,,,,,,,
5.24E-54,1.18644369,0.301,0.046,3,Etv3,,,,,,,,,,
8.76E-87,1.17312353,0.656,0.239,3,Plbd1,,,,,,,,,,
4.94E-60,1.122985979,0.284,0.033,3,Napsa,,,,,,,,,,
7.09E-67,1.090324085,0.507,0.131,3,Lsp1,,,,,,,,,,
2.14E-51,1.054872314,0.185,0.011,3,Xcr1,,,,,,,,,,
3.09E-39,1.022539521,0.396,0.132,3,Odc1,,,,,,,,,,
1.32E-40,1.015428855,0.329,0.082,3,Irf5,,,,,,,,,,
3.21E-46,1.003564644,0.45,0.142,3,Syngr2,,,,,,,,,,
1.03E-41,1.001318132,0.232,0.034,3,Avpi1,,,,,,,,,,
3.50E-43,0.999663091,0.427,0.142,3,H2afy,,,,,,,,,,
2.76E-45,0.997495255,0.363,0.087,3,Cd24a,,,,,,,,,,
3.69E-42,0.99414698,0.216,0.027,3,H2-Oa,,,,,,,,,,
1.59E-43,0.990197632,0.445,0.147,3,Pmaip1,,,,,,,,,,
9.19E-39,0.989780964,0.341,0.093,3,Csf2rb,,,,,,,,,,
3.14E-36,0.980110807,0.22,0.035,3,Nr4a2,,,,,,,,,,
3.48E-77,0.977323323,0.775,0.365,3,Tmsb10,,,,,,,,,,
1.83E-35,0.946744252,0.225,0.039,3,Traf1,,,,,,,,,,
4.10E-52,0.9377551,0.578,0.227,3,H2-DMa,,,,,,,,,,
3.91E-32,0.936229993,0.209,0.036,3,Itgax,,,,,,,,,,
3.77E-69,0.92452864,0.787,0.447,3,Lgals3,,,,,,,,,,
5.51E-32,0.912463237,0.284,0.073,3,Bcl2a1d,,,,,,,,,,
1.43E-53,0.905960195,0.659,0.296,3,Crip1,,,,,,,,,,
1.70E-42,0.889138085,0.254,0.044,3,Adam8,,,,,,,,,,
7.37E-35,0.885220874,0.164,0.016,3,Havcr2,,,,,,,,,,
8.07E-61,0.87761137,0.713,0.369,3,Actg1,,,,,,,,,,
1.97E-40,0.873981247,0.524,0.224,3,H2afz,,,,,,,,,,
8.38E-61,0.865408687,0.756,0.38,3,Sub1,,,,,,,,,,
5.98E-29,0.862120879,0.152,0.019,3,Tbc1d4,,,,,,,,,,
2.28E-35,0.853222461,0.441,0.164,3,Alox5ap,,,,,,,,,,
3.09E-73,0.841708389,0.841,0.518,3,Psap,,,,,,,,,,
9.47E-31,0.84136433,0.187,0.029,3,Erlin1,,,,,,,,,,
6.47E-35,0.832931596,0.481,0.195,3,Basp1,,,,,,,,,,
5.68E-22,0.81844816,0.168,0.036,3,Ncoa7,,,,,,,,,,
2.17E-26,0.813986926,0.161,0.025,3,H2-DMb2,,,,,,,,,,
2.45E-37,0.807122171,0.505,0.201,3,Coro1a,,,,,,,,,,
2.03E-32,0.80472861,0.422,0.158,3,H2-DMb1,,,,,,,,,,
4.18E-33,0.802174125,0.178,0.026,3,H2-Ob,,,,,,,,,,
1.29E-27,0.792603884,0.182,0.032,3,Rbpj,,,,,,,,,,
9.20E-21,0.788031257,0.194,0.054,3,Pkib,,,,,,,,,,
1.96E-25,0.7870891,0.187,0.038,3,Grasp,,,,,,,,,,
8.56E-31,0.782754582,0.166,0.022,3,Wdfy4,,,,,,,,,,
1.42E-33,0.775515234,0.237,0.051,3,Gpr132,,,,,,,,,,
8.66E-22,0.748358849,0.268,0.089,3,Gm6377,,,,,,,,,,
8.33E-24,0.73524441,0.339,0.128,3,Rab7b,,,,,,,,,,
2.10E-17,0.730210605,0.204,0.065,3,Nudt9,,,,,,,,,,
2.74E-26,0.727187563,0.27,0.079,3,Rel,,,,,,,,,,
5.46E-33,0.727155571,0.564,0.277,3,Psmb8,,,,,,,,,,
8.80E-73,0.726210037,0.893,0.625,3,Rps11,,,,,,,,,,
3.98E-15,0.721054528,0.204,0.077,3,Serpinb9,,,,,,,,,,
3.70E-42,0.712905639,0.704,0.391,3,Eef1b2,,,,,,,,,,
8.26E-23,0.709458663,0.273,0.088,3,Psmb9,,,,,,,,,,
1.22E-46,0.701856131,0.78,0.438,3,Cd83,,,,,,,,,,
6.34E-20,0.693841129,0.403,0.205,3,Irf8,,,,,,,,,,
2.57E-24,0.69356312,0.166,0.032,3,Sept6,,,,,,,,,,
3.68E-25,0.691845004,0.377,0.152,3,Dusp5,,,,,,,,,,
2.15E-29,0.684825838,0.377,0.139,3,Cd9,,,,,,,,,,
1.05E-22,0.684273544,0.206,0.053,3,Fam46c,,,,,,,,,,
2.32E-23,0.678528534,0.296,0.104,3,Lmnb1,,,,,,,,,,
2.11E-21,0.677376171,0.168,0.037,3,Gsn,,,,,,,,,,
5.27E-53,0.669385297,0.841,0.568,3,Arpc2,,,,,,,,,,
6.40E-19,0.660237724,0.363,0.167,3,Herpud1,,,,,,,,,,
1.87E-20,0.659121189,0.232,0.072,3,Phf11b,,,,,,,,,,
3.25E-25,0.657685071,0.536,0.286,3,Lcp1,,,,,,,,,,
3.34E-21,0.653148072,0.438,0.218,3,Gm15427,,,,,,,,,,
1.85E-14,0.649788806,0.23,0.089,3,Hist1h1c,,,,,,,,,,
1.06E-22,0.648148257,0.223,0.064,3,Fnbp1,,,,,,,,,,
3.05E-64,0.644626914,0.917,0.696,3,Rps26,,,,,,,,,,
1.02E-34,0.644586555,0.718,0.437,3,Cd52,,,,,,,,,,
3.87E-33,0.638155523,0.55,0.253,3,S100a11,,,,,,,,,,
3.23E-16,0.63230818,0.192,0.061,3,Jak2,,,,,,,,,,
1.70E-15,0.621611876,0.154,0.042,3,Arih2,,,,,,,,,,
9.07E-52,0.620018219,0.889,0.629,3,Rpsa,,,,,,,,,,
2.06E-13,0.613977943,0.152,0.045,3,Csf2rb2,,,,,,,,,,
2.18E-22,0.612712298,0.498,0.257,3,Marcks,,,,,,,,,,
2.11E-15,0.606248268,0.182,0.057,3,Pfkp,,,,,,,,,,
2.61E-46,0.601028695,0.853,0.632,3,Rps5,,,,,,,,,,
3.29E-34,0.597545041,0.732,0.441,3,Sh3bgrl3,,,,,,,,,,
9.06E-16,0.593669843,0.327,0.151,3,Cd86,,,,,,,,,,
6.78E-40,0.589521993,0.808,0.565,3,Rpl14,,,,,,,,,,
1.27E-39,0.58835772,0.815,0.568,3,Rps7,,,,,,,,,,
9.92E-26,0.588125423,0.637,0.396,3,Ucp2,,,,,,,,,,
1.28E-14,0.578995803,0.299,0.137,3,Jdp2,,,,,,,,,,
7.80E-11,0.578295768,0.175,0.071,3,Slc8b1,,,,,,,,,,
1.27E-61,0.574832343,0.964,0.808,3,Rpl18a,,,,,,,,,,
6.29E-13,0.572329598,0.18,0.066,3,Fbl,,,,,,,,,,
1.94E-14,0.57142811,0.355,0.182,3,M6pr,,,,,,,,,,
1.48E-29,0.56931919,0.713,0.455,3,Rps18,,,,,,,,,,
5.56E-15,0.564964745,0.235,0.093,3,Cnn2,,,,,,,,,,
2.21E-10,0.564570853,0.154,0.055,3,Gm15536,,,,,,,,,,
2.53E-21,0.559550037,0.559,0.319,3,Atox1,,,,,,,,,,
4.01E-32,0.557823118,0.761,0.498,3,Rpl23a,,,,,,,,,,
4.14E-42,0.55519338,0.877,0.657,3,Rps19,,,,,,,,,,
1.08E-19,0.55164353,0.547,0.321,3,Taldo1,,,,,,,,,,
4.19E-12,0.550939438,0.199,0.079,3,Cenpa,,,,,,,,,,
6.58E-18,0.550806817,0.18,0.054,3,Itgb7,,,,,,,,,,
1.24E-08,0.549778555,0.161,0.069,3,Bcl2a1a,,,,,,,,,,
3.80E-13,0.548155587,0.213,0.083,3,Tubb6,,,,,,,,,,
1.12E-14,0.547917456,0.261,0.11,3,Rgs10,,,,,,,,,,
5.18E-11,0.543082803,0.332,0.206,3,Tubb5,,,,,,,,,,
3.11E-29,0.542626173,0.761,0.515,3,Rpl17,,,,,,,,,,
7.98E-24,0.541373221,0.645,0.393,3,Rpl35a,,,,,,,,,,
1.12E-29,0.541365546,0.716,0.537,3,Ptma,,,,,,,,,,
1.36E-13,0.537943988,0.355,0.186,3,Got1,,,,,,,,,,
1.57E-11,0.537486198,0.178,0.066,3,Rala,,,,,,,,,,
9.31E-20,0.533862313,0.564,0.335,3,Gdi2,,,,,,,,,,
2.75E-29,0.525068287,0.765,0.545,3,Rps4x,,,,,,,,,,
6.10E-11,0.523947499,0.211,0.09,3,Mkrn1,,,,,,,,,,
2.39E-12,0.52383927,0.194,0.075,3,Tm6sf1,,,,,,,,,,
1.45E-40,0.521503032,0.877,0.672,3,Rpl10,,,,,,,,,,
6.86E-50,0.518575675,0.983,0.917,3,Calm1,,,,,,,,,,
1.35E-42,0.518379913,0.915,0.722,3,Rplp0,,,,,,,,,,
1.18E-21,0.516989142,0.656,0.429,3,Rpl27a,,,,,,,,,,
2.45E-17,0.516121864,0.502,0.29,3,Psme1,,,,,,,,,,
2.54E-10,0.515926286,0.182,0.073,3,Gpcpd1,,,,,,,,,,
1.15E-13,0.515904984,0.246,0.105,3,Nap1l1,,,,,,,,,,
3.51E-14,0.514453808,0.308,0.146,3,Ptms,,,,,,,,,,
7.60E-12,0.513593266,0.403,0.248,3,Cxcl16,,,,,,,,,,
6.95E-11,0.509354152,0.27,0.132,3,Atp2b1,,,,,,,,,,
1.04E-23,0.508452083,0.713,0.478,3,Rps16,,,,,,,,,,
5.01E-15,0.507314426,0.412,0.221,3,Plek,,,,,,,,,,
2.15E-37,0.506547901,0.893,0.7,3,Rps3a1,,,,,,,,,,
1.12E-11,0.504509108,0.159,0.055,3,Anp32e,,,,,,,,,,
6.19E-16,0.500701167,0.32,0.15,3,Btg1,,,,,,,,,,
3.23E-13,0.497693546,0.22,0.09,3,Selplg,,,,,,,,,,
1.17E-23,0.496389892,0.694,0.44,3,Rpl28,,,,,,,,,,
9.22E-55,0.495131151,0.974,0.843,3,Rpl13,,,,,,,,,,
9.12E-51,0.494865056,0.962,0.81,3,Rps9,,,,,,,,,,
6.97E-14,0.49204393,0.303,0.147,3,Efhd2,,,,,,,,,,
7.07E-11,0.489590551,0.254,0.12,3,Tap1,,,,,,,,,,
1.39E-08,0.483168022,0.18,0.08,3,Fgl2,,,,,,,,,,
9.05E-15,0.481886415,0.265,0.116,3,Rab8b,,,,,,,,,,
3.60E-10,0.48037199,0.187,0.08,3,Spg21,,,,,,,,,,
2.64E-33,0.480007351,0.893,0.734,3,Actb,,,,,,,,,,
1.15E-10,0.479809435,0.201,0.086,3,Selenos,,,,,,,,,,
7.18E-29,0.479199653,0.832,0.593,3,Rps25,,,,,,,,,,
5.20E-28,0.474915803,0.836,0.635,3,Rps27a,,,,,,,,,,
1.42E-22,0.474879061,0.742,0.525,3,Rpl18,,,,,,,,,,
3.61E-14,0.473487833,0.19,0.071,3,Hmgb2,,,,,,,,,,
6.09E-10,0.471446067,0.273,0.14,3,Rab10,,,,,,,,,,
7.35E-18,0.470182572,0.637,0.424,3,Rpl22,,,,,,,,,,
4.56E-10,0.469193667,0.18,0.074,3,Rpl10-ps3,,,,,,,,,,
2.47E-41,0.468656686,0.957,0.788,3,Rps15a,,,,,,,,,,
7.33E-09,0.466416933,0.185,0.081,3,Gpr65,,,,,,,,,,
1.04E-09,0.460001236,0.154,0.061,3,Nfil3,,,,,,,,,,
1.02E-10,0.459487339,0.213,0.097,3,Anp32b,,,,,,,,,,
4.31E-18,0.455850435,0.628,0.403,3,Rpl12,,,,,,,,,,
3.17E-09,0.455588821,0.284,0.153,3,Tspo,,,,,,,,,,
3.85E-20,0.455292885,0.711,0.482,3,Rpl27,,,,,,,,,,
1.34E-14,0.454958423,0.502,0.308,3,Rps28,,,,,,,,,,
8.26E-10,0.453446466,0.258,0.13,3,Rps6,,,,,,,,,,
1.74E-08,0.45298925,0.194,0.139,3,Tmem123,,,,,,,,,,
4.42E-25,0.45287826,0.82,0.615,3,Rpl4,,,,,,,,,,
5.95E-11,0.450605979,0.419,0.268,3,Pim1,,,,,,,,,,
3.47E-14,0.450041862,0.472,0.276,3,Vim,,,,,,,,,,
6.09E-18,0.448649607,0.595,0.366,3,Rpl5,,,,,,,,,,
1.16E-14,0.4483234,0.417,0.235,3,Gm9843,,,,,,,,,,
3.03E-37,0.442798857,0.924,0.765,3,Rps3,,,,,,,,,,
5.31E-12,0.440442198,0.284,0.142,3,Fam49b,,,,,,,,,,
6.89E-24,0.437777568,0.784,0.537,3,Rpl39,,,,,,,,,,
8.36E-09,0.43476863,0.23,0.123,3,Eif3e,,,,,,,,,,
7.92E-13,0.434735487,0.476,0.289,3,Actr3,,,,,,,,,,
3.02E-24,0.431571408,0.832,0.629,3,Rplp2,,,,,,,,,,
3.74E-30,0.431492819,0.898,0.752,3,Rpl11,,,,,,,,,,
3.80E-09,0.430702638,0.161,0.067,3,AI662270,,,,,,,,,,
2.03E-08,0.428203828,0.254,0.136,3,Ckb,,,,,,,,,,
1.06E-11,0.427228432,0.408,0.239,3,Fxyd5,,,,,,,,,,
1.54E-20,0.426392908,0.78,0.593,3,Rps23,,,,,,,,,,
5.05E-10,0.425496779,0.488,0.35,3,Tagln2,,,,,,,,,,
2.77E-08,0.425069288,0.173,0.078,3,Wnk1,,,,,,,,,,
2.78E-11,0.420724272,0.438,0.266,3,Atpif1,,,,,,,,,,
2.49E-19,0.419683569,0.749,0.584,3,Rpl3,,,,,,,,,,
9.76E-13,0.419635115,0.166,0.068,3,Tspan13,,,,,,,,,,
7.22E-20,0.417894597,0.744,0.521,3,Pabpc1,,,,,,,,,,
2.15E-40,0.417686522,0.969,0.878,3,Rpl32,,,,,,,,,,
8.37E-07,0.416225547,0.206,0.108,3,Scpep1,,,,,,,,,,
1.61E-20,0.415963872,0.77,0.548,3,Rpl9,,,,,,,,,,
7.95E-22,0.412926848,0.832,0.65,3,Rps12,,,,,,,,,,
3.57E-18,0.412224741,0.754,0.56,3,Rpl37,,,,,,,,,,
8.65E-13,0.411053856,0.467,0.282,3,Rpl10a,,,,,,,,,,
5.45E-10,0.410951191,0.545,0.391,3,Rgs2,,,,,,,,,,
6.08E-18,0.409653873,0.737,0.529,3,Rpl19,,,,,,,,,,
3.97E-15,0.409336824,0.64,0.451,3,Rpl6,,,,,,,,,,
1.59E-21,0.408346128,0.825,0.629,3,Rps13,,,,,,,,,,
1.56E-18,0.407954763,0.765,0.565,3,Rpl21,,,,,,,,,,
2.05E-22,0.40747715,0.834,0.69,3,Rps29,,,,,,,,,,
2.92E-07,0.406183016,0.254,0.142,3,G3bp1,,,,,,,,,,
1.32E-05,0.404124776,0.213,0.122,3,Rnf19b,,,,,,,,,,
6.34E-10,0.403247675,0.218,0.105,3,Wdr1,,,,,,,,,,
1.34E-19,0.403186185,0.803,0.618,3,Rpl30,,,,,,,,,,
1.01E-08,0.401760004,0.405,0.26,3,Grb2,,,,,,,,,,
1.17E-139,0.625749068,0.989,0.906,4,Hbb-bs,,Erythroblast_Hbb-bs high,,,,,,,,
6.19E-89,0.573505757,0.874,0.531,4,Hba-a2,,,,,,,,,,
1.93E-108,0.565497404,0.95,0.63,4,Hba-a1,,,,,,,,,,
1.78E-25,0.500137414,0.241,0.108,4,Retnlg,,,,,,,,,,
8.05E-91,0.480034649,0.778,0.421,4,Igha,,,,,,,,,,
7.93E-50,0.442113027,0.541,0.254,4,Hbb-bt,,,,,,,,,,
5.78E-38,0.432908357,0.53,0.304,4,Ccl5,,,,,,,,,,
1.34E-109,0.411604853,0.957,0.662,4,Igkc,,,,,,,,,,
2.47E-100,2.011777197,0.612,0.067,5,Trbc2,,T cell_Trbc2 high,,,,,,,,
2.37E-97,1.958867674,0.53,0.033,5,Trac,,,,,,,,,,
7.35E-81,1.836794725,0.498,0.047,5,Icos,,,,,,,,,,
8.55E-64,1.785900789,0.429,0.052,5,Satb1,,,,,,,,,,
8.97E-64,1.752465979,0.484,0.084,5,Isy1,,,,,,,,,,
8.57E-58,1.74947102,0.356,0.028,5,Ms4a4b,,,,,,,,,,
2.09E-73,1.71368814,0.466,0.043,5,Cd3d,,,,,,,,,,
1.30E-46,1.66847646,0.352,0.052,5,Trbc1,,,,,,,,,,
2.94E-61,1.606297631,0.466,0.055,5,Sh2d2a,,,,,,,,,,
7.17E-63,1.578827578,0.356,0.019,5,Cd28,,,,,,,,,,
9.22E-61,1.555129683,0.534,0.134,5,Vps37b,,,,,,,,,,
9.51E-52,1.530886192,0.379,0.04,5,Gramd3,,,,,,,,,,
4.57E-39,1.482189831,0.324,0.049,5,Ramp3,,,,,,,,,,
8.39E-60,1.474133473,0.575,0.159,5,Crem,,,,,,,,,,
8.39E-44,1.467314879,0.333,0.036,5,Rora,,,,,,,,,,
1.62E-48,1.448566887,0.452,0.07,5,Nkg7,,,,,,,,,,
7.21E-29,1.413347706,0.301,0.057,5,Xcl1,,,,,,,,,,
2.98E-44,1.401659611,0.26,0.015,5,Thy1,,,,,,,,,,
7.85E-40,1.36081209,0.215,0.009,5,Cd6,,,,,,,,,,
6.49E-35,1.280957329,0.256,0.023,5,Cxcr6,,,,,,,,,,
1.59E-38,1.265963661,0.256,0.019,5,Itk,,,,,,,,,,
5.11E-34,1.261846802,0.297,0.036,5,Cd3g,,,,,,,,,,
1.33E-29,1.244452813,0.292,0.048,5,Ptpn22,,,,,,,,,,
1.42E-28,1.210507764,0.269,0.039,5,Ptprcap,,,,,,,,,,
1.81E-36,1.1912603,0.247,0.018,5,Lat,,,,,,,,,,
