p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,,
1.17E-34,0.874439083,0.39,0.134,2,Paqr5,,,,,,,,,,,
2.42E-27,0.860535806,0.167,0.029,2,Gm17750,,,,,,,,,,,
6.41E-97,0.85042444,0.9,0.488,2,Mt1,,,,,,,,,,,
1.04E-25,0.827357798,0.16,0.027,2,Tmem86a,,,,,,,,,,,
3.17E-26,0.822406781,0.153,0.022,2,Tfap2b,,,,,,,,,,,
5.01E-61,0.80058639,0.519,0.169,2,Mt2,,,,,,,,,,,
1.66E-23,0.799959146,0.182,0.039,2,Tmem72,,,,,,,,,,,
3.67E-25,0.798971472,0.187,0.037,2,Rap1gap,,,,,,,,,,,
2.58E-32,0.787670815,0.416,0.153,2,Nudt4,,,,,,,,,,,
5.25E-29,0.784583969,0.385,0.144,2,Adgrg1,,,,,,,,,,,
1.58E-26,0.78210836,0.378,0.147,2,Mal,,,,,,,,,,,
1.02E-21,0.76512088,0.218,0.063,2,Pantr1,,,,,,,,,,,
3.86E-20,0.760856899,0.237,0.078,2,Nnt,,,,,,,,,,,
4.58E-21,0.746383449,0.268,0.092,2,Ndrg2,,,,,,,,,,,
1.09E-28,0.744952924,0.349,0.12,2,Kcnj1,,,,,,,,,,,
2.52E-18,0.735784122,0.234,0.088,2,Aktip,,,,,,,,,,,
2.89E-18,0.734170782,0.215,0.068,2,Slc16a7,,,,,,,,,,,
1.34E-17,0.703813399,0.249,0.09,2,Crip2,,,,,,,,,,,
4.23E-17,0.690808825,0.182,0.054,2,Selenom,,,,,,,,,,,
1.31E-30,0.690608091,0.526,0.245,2,Neat1,,,,,,,,,,,
3.30E-34,0.686255722,0.627,0.354,2,Idh2,,,,,,,,,,,
7.67E-52,0.668918274,0.572,0.226,2,Cd24a,,,,,,,,,,,
5.91E-22,0.662956526,0.471,0.246,2,Cd81,,,,,,,,,,,
2.11E-16,0.65370018,0.306,0.134,2,Efhd1,,,,,,,,,,,
9.55E-18,0.63379202,0.28,0.11,2,Epcam,,,,,,,,,,,
9.63E-18,0.624695059,0.156,0.038,2,Me3,,,,,,,,,,,
2.49E-96,0.569500469,0.986,0.843,2,mt-Nd5,,,,,,,,,,,
1.75E-10,0.562952746,0.16,0.059,2,Ccnd1,,,,,,,,,,,
1.21E-13,0.557574912,0.33,0.177,2,Mgst1,,,,,,,,,,,
2.66E-15,0.547820262,0.392,0.222,2,Tspan3,,,,,,,,,,,
6.04E-12,0.545791113,0.254,0.119,2,Cd82,,,,,,,,,,,
8.05E-15,0.544007892,0.462,0.275,2,Arl6ip1,,,,,,,,,,,
5.56E-13,0.53698467,0.172,0.06,2,Tesc,,,,,,,,,,,
5.97E-27,0.536406955,0.718,0.46,2,Sec62,,,,,,,,,,,
2.19E-14,0.531697481,0.352,0.176,2,Clcnkb,,,,,,,,,,,
1.66E-09,0.528714111,0.222,0.109,2,Bcat2,,,,,,,,,,,
3.12E-11,0.526228736,0.261,0.137,2,Thap4,,,,,,,,,,,
1.08E-18,0.525666798,0.517,0.31,2,Rabac1,,,,,,,,,,,
3.58E-10,0.525151735,0.222,0.101,2,Pou3f3,,,,,,,,,,,
6.21E-10,0.516750565,0.225,0.107,2,Smagp,,,,,,,,,,,
2.51E-09,0.506969053,0.321,0.19,2,Spint2,,,,,,,,,,,
2.68E-08,0.499641069,0.187,0.09,2,Fam63a,,,,,,,,,,,
1.02E-11,0.486143227,0.38,0.22,2,Fmc1,,,,,,,,,,,
1.33E-07,0.481879886,0.177,0.086,2,Gm44386,,,,,,,,,,,
1.54E-31,0.476197634,0.873,0.682,2,Ndufb9,,,,,,,,,,,
1.55E-07,0.467162882,0.232,0.123,2,Smim4,,,,,,,,,,,
3.24E-09,0.464161382,0.325,0.2,2,Mgst3,,,,,,,,,,,
4.55E-07,0.447031589,0.158,0.072,2,Gbas,,,,,,,,,,,
5.39E-08,0.437800783,0.187,0.087,2,Tspan1,,,,,,,,,,,
9.22E-09,0.433653553,0.361,0.22,2,Cdh16,,,,,,,,,,,
6.44E-10,0.422481835,0.335,0.196,2,Gm42418,,,,,,,,,,,
3.84E-09,0.411592396,0.225,0.112,2,Pcolce,,,,,,,,,,,
2.11E-10,0.404347253,0.493,0.337,2,Ybx1,,,,,,,,,,,
3.25E-08,0.401352309,0.249,0.133,2,Txnip,,,,,,,,,,,
1.01E-249,2.687864473,0.72,0.039,3,Pvalb,,Distal convoluted tubule_Pvalb high,,,,,,,,,
6.31732591464097e-318,2.558831947,0.955,0.127,3,Slc12a3,,,,,,,,,,,
3.26E-181,1.850795695,0.824,0.133,3,Tmem52b,,,,,,,,,,,
2.21E-207,1.718749987,0.977,0.366,3,Defb1,,,,,,,,,,,
6.63E-129,1.648809202,0.691,0.114,3,Pgam2,,,,,,,,,,,
9.21E-165,1.53370402,0.909,0.242,3,Ppp1r1a,,,,,,,,,,,
2.13E-101,1.465193719,0.603,0.102,3,Kcnj1,,,,,,,,,,,
9.14E-96,1.464443586,0.484,0.056,3,Sfrp1,,,,,,,,,,,
5.90E-171,1.375981094,0.955,0.501,3,Atp1a1,,,,,,,,,,,
1.71E-74,1.342543693,0.411,0.051,3,Wnk1,,,,,,,,,,,
1.48E-107,1.304889966,0.782,0.222,3,Kng2,,,,,,,,,,,
1.03E-95,1.303216532,0.649,0.141,3,Calb1,,,,,,,,,,,
1.59E-138,1.284393266,0.918,0.362,3,Wfdc15b,,,,,,,,,,,
1.26E-53,1.272020524,0.314,0.044,3,Lhx1os,,,,,,,,,,,
4.31E-50,1.124544104,0.241,0.02,3,Emx1,,,,,,,,,,,
8.68E-46,1.121276832,0.283,0.039,3,Larp1b,,,,,,,,,,,
5.11E-47,1.117781184,0.218,0.018,3,Ptgfr,,,,,,,,,,,
6.88E-52,1.115851471,0.354,0.059,3,Slc16a7,,,,,,,,,,,
3.28E-43,1.105418643,0.286,0.044,3,Hoxd8,,,,,,,,,,,
6.58E-46,1.103409353,0.255,0.029,3,Hoxb5os,,,,,,,,,,,
3.18E-28,0.94201586,0.173,0.022,3,Tfrc,,,,,,,,,,,
8.69E-53,0.937764813,0.663,0.342,3,Ndufa1,,,,,,,,,,,
1.12E-34,0.893298347,0.414,0.129,3,Fabp3,,,,,,,,,,,
9.17E-111,0.892271018,0.839,0.275,3,Clu,,,,,,,,,,,
1.04E-28,0.85562963,0.207,0.034,3,Mfsd4a,,,,,,,,,,,
1.30E-23,0.854338823,0.195,0.038,3,Trpm7,,,,,,,,,,,
3.84E-30,0.848326229,0.204,0.031,3,Kcnj10,,,,,,,,,,,
2.06E-23,0.828191236,0.215,0.048,3,Papss1,,,,,,,,,,,
1.73E-32,0.80319695,0.153,0.012,3,Cwh43,,,,,,,,,,,
1.20E-32,0.802370005,0.467,0.17,3,Clcnkb,,,,,,,,,,,
6.65E-63,0.801831895,0.776,0.33,3,Tmem213,,,,,,,,,,,
5.02E-38,0.799632731,0.569,0.226,3,Pkm,,,,,,,,,,,
3.14E-25,0.78929728,0.331,0.105,3,Cldn8,,,,,,,,,,,
1.42E-77,0.78595989,0.932,0.68,3,Ndufb9,,,,,,,,,,,
1.05E-23,0.78473946,0.201,0.04,3,Tmem72,,,,,,,,,,,
2.41E-23,0.777669925,0.232,0.057,3,Tesc,,,,,,,,,,,
1.37E-62,0.771757,0.878,0.634,3,Gabarapl1,,,,,,,,,,,
2.01E-69,0.770835663,0.924,0.571,3,Atp1b1,,,,,,,,,,,
5.82E-24,0.768433145,0.365,0.134,3,Raly,,,,,,,,,,,
1.18E-18,0.766358676,0.19,0.047,3,Kl,,,,,,,,,,,
1.51E-95,0.760164547,0.98,0.792,3,Cox6a1,,,,,,,,,,,
1.56E-31,0.751186081,0.425,0.147,3,Mal,,,,,,,,,,,
7.60E-81,0.730899527,0.977,0.698,3,Igfbp7,,,,,,,,,,,
2.71E-26,0.715156915,0.331,0.105,3,Pcolce,,,,,,,,,,,
2.96E-16,0.707757962,0.275,0.104,3,Rnaset2b,,,,,,,,,,,
4.62E-17,0.696464464,0.28,0.102,3,Rnaset2a,,,,,,,,,,,
1.12E-25,0.694651895,0.241,0.061,3,Sgms2,,,,,,,,,,,
1.04E-38,0.687254193,0.649,0.297,3,Mrps6,,,,,,,,,,,
6.05E-70,0.676959969,0.898,0.485,3,Ly6a,,,,,,,,,,,
1.14E-18,0.675831452,0.405,0.195,3,Mgst3,,,,,,,,,,,
1.68E-15,0.666006977,0.221,0.071,3,Scnn1a,,,,,,,,,,,
1.27E-15,0.663881672,0.326,0.143,3,Paqr5,,,,,,,,,,,
5.73E-20,0.661297964,0.329,0.127,3,Ckb,,,,,,,,,,,
3.08E-18,0.658826836,0.309,0.117,3,Cd59a,,,,,,,,,,,
3.79E-20,0.657897557,0.382,0.159,3,Nudt4,,,,,,,,,,,
6.76E-72,0.657582186,0.975,0.801,3,Cox7b,,,,,,,,,,,
9.16E-21,0.656065931,0.263,0.083,3,Tspan1,,,,,,,,,,,
7.51E-36,0.652177081,0.802,0.488,3,S100a1,,,,,,,,,,,
1.32E-16,0.650849837,0.176,0.044,3,Cyp2j6,,,,,,,,,,,
3.62E-14,0.648762839,0.161,0.044,3,Scd2,,,,,,,,,,,
1.41E-93,0.644732374,0.997,0.913,3,Cox6c,,,,,,,,,,,
1.82E-19,0.644204554,0.487,0.248,3,Cd81,,,,,,,,,,,
5.41E-77,0.640658771,0.64,0.202,3,Egf,,,,,,,,,,,
2.63E-15,0.637597484,0.218,0.07,3,Cpt1a,,,,,,,,,,,
6.35E-15,0.627527757,0.258,0.096,3,Ndrg2,,,,,,,,,,,
3.68E-17,0.627214071,0.184,0.047,3,Isyna1,,,,,,,,,,,
1.73E-58,0.612872318,0.935,0.629,3,mt-Nd3,,,,,,,,,,,
2.65E-63,0.605295011,0.989,0.936,3,Fxyd2,,,,,,,,,,,
1.34E-39,0.604207287,0.878,0.63,3,Atp5k,,,,,,,,,,,
6.45E-16,0.602989309,0.153,0.035,3,Cmtm8,,,,,,,,,,,
8.61E-17,0.600299933,0.201,0.063,3,Gpx6,,,,,,,,,,,
1.65E-41,0.598946,0.904,0.684,3,Atp5g1,,,,,,,,,,,
1.17E-35,0.592672901,0.827,0.587,3,Uqcrq,,,,,,,,,,,
1.71E-13,0.584005449,0.195,0.067,3,Pantr1,,,,,,,,,,,
8.01E-68,0.583784167,0.892,0.495,3,Mt1,,,,,,,,,,,
1.28E-26,0.577795324,0.754,0.52,3,Oxct1,,,,,,,,,,,
2.58E-14,0.574749077,0.164,0.046,3,Mfge8,,,,,,,,,,,
1.70E-26,0.569625244,0.34,0.121,3,Sostdc1,,,,,,,,,,,
4.12E-13,0.568170569,0.414,0.231,3,Pttg1,,,,,,,,,,,
3.42E-17,0.566748084,0.45,0.233,3,Tecr,,,,,,,,,,,
2.35E-11,0.563748868,0.255,0.112,3,Psmd3,,,,,,,,,,,
3.38E-09,0.563219444,0.17,0.065,3,Acadsb,,,,,,,,,,,
2.49E-12,0.560641499,0.244,0.098,3,Ctnna1,,,,,,,,,,,
9.87E-10,0.55996279,0.187,0.073,3,Tmem116,,,,,,,,,,,
2.57E-10,0.552679404,0.207,0.083,3,Nnt,,,,,,,,,,,
6.90E-34,0.550608569,0.864,0.634,3,Cox5b,,,,,,,,,,,
2.60E-31,0.53853247,0.853,0.68,3,2010107E04Rik,,,,,,,,,,,
4.53E-11,0.536423893,0.173,0.065,3,Pkig,,,,,,,,,,,
2.34E-56,0.533849392,0.983,0.868,3,Cox6b1,,,,,,,,,,,
5.49E-38,0.529011308,0.907,0.734,3,Cox7c,,,,,,,,,,,
2.15E-08,0.528719721,0.176,0.071,3,Zfp467,,,,,,,,,,,
6.96E-10,0.526331108,0.176,0.065,3,Copa,,,,,,,,,,,
5.31E-42,0.524967357,0.938,0.786,3,Cox7a2,,,,,,,,,,,
5.05E-08,0.524143061,0.244,0.124,3,Smim4,,,,,,,,,,,
3.19E-08,0.514741807,0.232,0.113,3,Gstt3,,,,,,,,,,,
9.51E-54,0.512466858,0.992,0.899,3,Cox4i1,,,,,,,,,,,
1.57E-16,0.510571757,0.643,0.426,3,Ndufb2,,,,,,,,,,,
1.59E-13,0.505240874,0.496,0.291,3,Mrpl42,,,,,,,,,,,
6.97E-45,0.50339468,0.952,0.82,3,Atp5j,,,,,,,,,,,
5.21E-09,0.503248464,0.227,0.103,3,Kcnj16,,,,,,,,,,,
5.37E-09,0.493665629,0.365,0.223,3,Fmc1,,,,,,,,,,,
3.59E-22,0.492824504,0.779,0.559,3,Ndufc1,,,,,,,,,,,
4.10E-12,0.492701418,0.365,0.188,3,Spint2,,,,,,,,,,,
4.69E-12,0.491118993,0.507,0.319,3,Cox20,,,,,,,,,,,
5.94E-24,0.486639281,0.827,0.624,3,Atp5e,,,,,,,,,,,
1.07E-23,0.48267995,0.81,0.643,3,Atp5j2,,,,,,,,,,,
5.65E-10,0.479597359,0.374,0.211,3,Bag1,,,,,,,,,,,
1.40E-11,0.479165284,0.467,0.278,3,Arl6ip1,,,,,,,,,,,
5.97E-48,0.478989192,0.969,0.863,3,Cox8a,,,,,,,,,,,
2.35E-11,0.476957436,0.334,0.172,3,Aes,,,,,,,,,,,
5.86E-10,0.475747976,0.241,0.109,3,Bcat2,,,,,,,,,,,
8.25E-11,0.470617178,0.297,0.145,3,Pnkd,,,,,,,,,,,
4.22E-11,0.467522411,0.538,0.366,3,Idh2,,,,,,,,,,,
2.63E-36,0.464482829,0.567,0.257,3,Ier3,,,,,,,,,,,
1.97E-11,0.462094313,0.17,0.062,3,Slc25a12,,,,,,,,,,,
1.33E-09,0.459569398,0.204,0.089,3,Mgll,,,,,,,,,,,
5.82E-59,0.459253209,0.83,0.425,3,Umod,,,,,,,,,,,
6.46E-08,0.45857187,0.167,0.068,3,Mxd4,,,,,,,,,,,
1.86E-42,0.456653155,0.969,0.799,3,Ldhb,,,,,,,,,,,
2.50E-25,0.452162241,0.878,0.677,3,Uqcr10,,,,,,,,,,,
7.29E-09,0.452013064,0.161,0.061,3,Hk1,,,,,,,,,,,
1.36E-14,0.451418115,0.555,0.344,3,Wfdc2,,,,,,,,,,,
3.93E-08,0.450235605,0.266,0.139,3,Thap4,,,,,,,,,,,
1.65E-08,0.449820288,0.161,0.065,3,Pbxip1,,,,,,,,,,,
9.07E-06,0.446634466,0.229,0.13,3,Grcc10,,,,,,,,,,,
1.42E-06,0.443207328,0.153,0.066,3,mt-Tp,,,,,,,,,,,
1.21E-14,0.440667288,0.68,0.476,3,Ndufb5,,,,,,,,,,,
3.63E-07,0.439770085,0.156,0.065,3,Mif4gd,,,,,,,,,,,
1.31E-19,0.437867296,0.805,0.61,3,Ndufa3,,,,,,,,,,,
2.24E-07,0.435636321,0.221,0.109,3,Smagp,,,,,,,,,,,
1.81E-10,0.433790477,0.499,0.315,3,Rabac1,,,,,,,,,,,
4.78E-17,0.432150419,0.771,0.569,3,Atp5g3,,,,,,,,,,,
6.41E-08,0.428534513,0.292,0.161,3,Fkbp2,,,,,,,,,,,
3.45E-14,0.42407733,0.671,0.459,3,Ndufv2,,,,,,,,,,,
2.63E-10,0.421630888,0.278,0.139,3,Efhd1,,,,,,,,,,,
4.65E-15,0.420772218,0.419,0.221,3,Lpl,,,,,,,,,,,
7.67E-13,0.418684367,0.654,0.466,3,Ndufb11,,,,,,,,,,,
4.99E-06,0.418144668,0.17,0.08,3,Srek1ip1,,,,,,,,,,,
1.94E-16,0.41554923,0.385,0.195,3,Cd9,,,,,,,,,,,
1.26E-09,0.415099094,0.156,0.058,3,Selenom,,,,,,,,,,,
9.86E-17,0.414712131,0.762,0.542,3,Uqcr11,,,,,,,,,,,
0.000124741,0.413447366,0.181,0.101,3,Deptor,,,,,,,,,,,
3.97E-11,0.404854798,0.626,0.443,3,Cycs,,,,,,,,,,,
7.01E-11,0.404530588,0.62,0.442,3,Ndufa12,,,,,,,,,,,
2.14E-08,0.401486259,0.246,0.124,3,Acss1,,,,,,,,,,,
3.37E-170,2.383947389,0.734,0.064,4,Osgin1,,Proximal tubule cell_Osgin1 high,,,,,,,,,
8.31E-131,1.997249541,0.681,0.095,4,Fam107b,,,,,,,,,,,
4.11E-101,1.882036778,0.57,0.067,4,Tmem252,,,,,,,,,,,
4.91E-61,1.556479689,0.354,0.031,4,Angptl4,,,,,,,,,,,
2.11E-55,1.528780654,0.407,0.065,4,Rcan1,,,,,,,,,,,
1.36E-63,1.455798959,0.544,0.137,4,Herpud1,,,,,,,,,,,
1.21E-56,1.402621703,0.456,0.073,4,Slc13a1,,,,,,,,,,,
9.74E-65,1.389004285,0.654,0.18,4,Jun,,,,,,,,,,,
4.45E-74,1.360162574,0.753,0.275,4,Dnaja1,,,,,,,,,,,
1.15E-58,1.355809181,0.548,0.117,4,Klf6,,,,,,,,,,,
1.49E-98,1.347434335,0.913,0.451,4,Hsp90aa1,,,,,,,,,,,
2.38E-71,1.321200433,0.745,0.244,4,Timp3,,,,,,,,,,,
1.16E-50,1.311478464,0.426,0.07,4,Slc22a6,,,,,,,,,,,
6.73E-52,1.295567939,0.464,0.086,4,Slc13a3,,,,,,,,,,,
3.94E-43,1.295557354,0.342,0.05,4,Cited2,,,,,,,,,,,
4.31E-45,1.291097338,0.471,0.111,4,Cyp4a10,,,,,,,,,,,
6.04E-42,1.261634632,0.319,0.043,4,G6pc,,,,,,,,,,,
1.32E-49,1.247747195,0.475,0.098,4,Slc17a1,,,,,,,,,,,
8.54E-99,1.229087525,0.947,0.482,4,Ctsl,,,,,,,,,,,
7.35E-50,1.227722686,0.513,0.115,4,Slc27a2,,,,,,,,,,,
2.27E-47,1.216930976,0.51,0.129,4,Clk1,,,,,,,,,,,
8.41E-44,1.189628897,0.274,0.024,4,Nat8f6,,,,,,,,,,,
7.20E-39,1.173458134,0.361,0.066,4,Brd2,,,,,,,,,,,
6.10E-88,1.161527332,0.89,0.329,4,Slc34a1,,,,,,,,,,,
1.36E-42,1.158296208,0.395,0.072,4,Cyr61,,,,,,,,,,,
7.21E-37,1.158185844,0.449,0.117,4,Chka,,,,,,,,,,,
8.84E-39,1.141988794,0.354,0.061,4,Cyp4a14,,,,,,,,,,,
5.42E-28,1.140323,0.274,0.054,4,Nr1d1,,,,,,,,,,,
2.32E-85,1.139152841,0.928,0.566,4,Ubc,,,,,,,,,,,
5.13E-133,1.134556826,0.985,0.737,4,Hspa8,,,,,,,,,,,
2.49E-80,1.133994799,0.894,0.441,4,Actb,,,,,,,,,,,
2.35E-44,1.071382562,0.551,0.154,4,Slc22a8,,,,,,,,,,,
2.05E-33,1.064181298,0.46,0.148,4,Tubb4b,,,,,,,,,,,
3.98E-35,1.055233763,0.297,0.045,4,Dnajb4,,,,,,,,,,,
4.54E-29,1.055188687,0.243,0.035,4,Arrdc3,,,,,,,,,,,
3.38E-30,1.04339036,0.426,0.134,4,Sephs2,,,,,,,,,,,
3.06E-31,1.036063258,0.354,0.08,4,Galnt11,,,,,,,,,,,
2.31E-28,1.020885671,0.357,0.092,4,Dnajb9,,,,,,,,,,,
7.20E-73,1.02031343,0.913,0.584,4,Hspe1,,,,,,,,,,,
8.28E-47,1.017553717,0.521,0.128,4,Cyp2j5,,,,,,,,,,,
3.78E-35,1.00611982,0.464,0.13,4,Errfi1,,,,,,,,,,,
4.37E-30,0.999458494,0.259,0.041,4,Nabp1,,,,,,,,,,,
1.39E-28,0.985795939,0.319,0.069,4,Cyp4a31,,,,,,,,,,,
7.11E-31,0.984723164,0.316,0.063,4,Rhob,,,,,,,,,,,
1.08E-55,0.981070871,0.81,0.439,4,Ddx5,,,,,,,,,,,
2.58E-30,0.978201379,0.152,0.007,4,Cyp2a5,,,,,,,,,,,
1.75E-24,0.97661587,0.243,0.044,4,Acot2,,,,,,,,,,,
2.35E-31,0.967862652,0.194,0.016,4,Kcnk5,,,,,,,,,,,
4.95E-42,0.965917301,0.601,0.197,4,Nat8f1,,,,,,,,,,,
1.12E-40,0.954691606,0.593,0.194,4,Rdh16f2,,,,,,,,,,,
1.14E-56,0.952781596,0.806,0.314,4,Pck1,,,,,,,,,,,
9.39E-29,0.948754512,0.464,0.161,4,Srsf2,,,,,,,,,,,
5.05E-24,0.944103948,0.369,0.116,4,Glul,,,,,,,,,,,
1.59E-23,0.938916639,0.289,0.068,4,Nat8,,,,,,,,,,,
3.40E-29,0.935609096,0.361,0.088,4,Aadac,,,,,,,,,,,
3.26E-15,0.920388521,0.251,0.079,4,Sgk1,,,,,,,,,,,
1.01E-39,0.912231418,0.589,0.208,4,Hmox1,,,,,,,,,,,
7.18E-24,0.908105304,0.312,0.082,4,Slc7a9,,,,,,,,,,,
1.47E-28,0.90401282,0.555,0.256,4,Hspd1,,,,,,,,,,,
6.03E-26,0.902638822,0.38,0.11,4,Mfsd4b5,,,,,,,,,,,
2.15E-29,0.896184343,0.586,0.251,4,Tsc22d1,,,,,,,,,,,
6.84E-19,0.89242532,0.224,0.052,4,Pdxk,,,,,,,,,,,
1.59E-25,0.890830066,0.319,0.077,4,Slc3a1,,,,,,,,,,,
1.40E-26,0.883004755,0.414,0.128,4,Abcg2,,,,,,,,,,,
5.08E-47,0.881432446,0.837,0.518,4,Hsp90ab1,,,,,,,,,,,
1.81E-24,0.879215853,0.293,0.067,4,Ces1d,,,,,,,,,,,
4.29E-23,0.864739906,0.289,0.069,4,Mettl7b,,,,,,,,,,,
1.10E-17,0.854601648,0.262,0.075,4,Ndel1,,,,,,,,,,,
2.52E-38,0.84368047,0.327,0.061,4,Fosb,,,,,,,,,,,
5.96E-24,0.829503801,0.255,0.051,4,Lipa,,,,,,,,,,,
1.43E-21,0.828589292,0.403,0.143,4,Tmem37,,,,,,,,,,,
4.08E-18,0.821802707,0.217,0.048,4,Dgat2,,,,,,,,,,,
1.09E-28,0.819812479,0.597,0.256,4,Gstt2,,,,,,,,,,,
9.86E-41,0.818930009,0.711,0.295,4,Dnajb1,,,,,,,,,,,
2.26E-16,0.818353382,0.156,0.026,4,Acnat2,,,,,,,,,,,
3.68E-18,0.817139268,0.35,0.125,4,Dnase1,,,,,,,,,,,
8.07E-21,0.814486828,0.27,0.066,4,Slc22a12,,,,,,,,,,,
8.25E-16,0.810472814,0.202,0.047,4,Coq10b,,,,,,,,,,,
2.69E-20,0.808847936,0.373,0.128,4,Tra2b,,,,,,,,,,,
4.08E-17,0.80041248,0.338,0.122,4,Folr1,,,,,,,,,,,
2.45E-24,0.798732472,0.35,0.1,4,Slc22a1,,,,,,,,,,,
3.42E-94,0.793572723,0.996,0.75,4,Gpx1,,,,,,,,,,,
1.43E-51,0.790627592,0.817,0.361,4,Tmem27,,,,,,,,,,,
3.54E-21,0.789282115,0.217,0.04,4,Acot4,,,,,,,,,,,
8.70E-18,0.782524679,0.236,0.058,4,Slc47a1,,,,,,,,,,,
9.20E-15,0.775216549,0.228,0.065,4,Slc37a4,,,,,,,,,,,
6.04E-16,0.764563288,0.251,0.072,4,Apom,,,,,,,,,,,
1.66E-18,0.759265856,0.243,0.06,4,Prlr,,,,,,,,,,,
4.13E-21,0.757947082,0.156,0.018,4,Slc13a2,,,,,,,,,,,
1.27E-40,0.756400797,0.791,0.375,4,Glyat,,,,,,,,,,,
3.74E-20,0.754562885,0.342,0.109,4,Aspa,,,,,,,,,,,
1.23E-13,0.750710569,0.297,0.111,4,Zfand5,,,,,,,,,,,
1.55E-20,0.750220389,0.529,0.278,4,Eif5,,,,,,,,,,,
7.58E-16,0.748750559,0.156,0.027,4,Cyp4b1,,,,,,,,,,,
1.19E-12,0.744545086,0.236,0.079,4,Plin2,,,,,,,,,,,
4.70E-16,0.742963242,0.411,0.183,4,Atf4,,,,,,,,,,,
4.25E-63,0.741355882,0.954,0.54,4,Spink1,,,,,,,,,,,
2.75E-17,0.740998487,0.167,0.029,4,Gm10138,,,,,,,,,,,
1.37E-17,0.73795578,0.338,0.119,4,Igfbp4,,,,,,,,,,,
9.09E-14,0.736757654,0.213,0.059,4,Cldn2,,,,,,,,,,,
3.07E-11,0.73285109,0.247,0.092,4,Serpinh1,,,,,,,,,,,
3.26E-16,0.732245217,0.236,0.063,4,Taf1d,,,,,,,,,,,
9.01E-15,0.7292656,0.319,0.119,4,Sod3,,,,,,,,,,,
5.12E-15,0.728830844,0.266,0.084,4,Cideb,,,,,,,,,,,
4.39E-18,0.725616077,0.259,0.071,4,Nox4,,,,,,,,,,,
8.07E-18,0.725608742,0.281,0.083,4,Tmem174,,,,,,,,,,,
4.15E-16,0.721787824,0.335,0.124,4,Slc22a18,,,,,,,,,,,
1.05E-14,0.721667679,0.156,0.033,4,Pmaip1,,,,,,,,,,,
1.37E-21,0.706979544,0.338,0.107,4,Mep1a,,,,,,,,,,,
6.32E-20,0.705192064,0.285,0.08,4,Ugt3a2,,,,,,,,,,,
1.04E-09,0.698003728,0.274,0.135,4,Txnip,,,,,,,,,,,
9.80E-11,0.695628202,0.209,0.07,4,Slc6a19,,,,,,,,,,,
1.18E-28,0.694872037,0.62,0.27,4,Acaa1b,,,,,,,,,,,
2.68E-14,0.686542462,0.224,0.067,4,Ddit3,,,,,,,,,,,
3.89E-15,0.670547143,0.152,0.027,4,Vnn1,,,,,,,,,,,
6.23E-17,0.663148568,0.217,0.054,4,Tmigd1,,,,,,,,,,,
3.13E-10,0.659600265,0.297,0.139,4,Bud31,,,,,,,,,,,
7.56E-12,0.656413539,0.163,0.04,4,Nr1h4,,,,,,,,,,,
6.44E-13,0.651392407,0.179,0.045,4,Adtrp,,,,,,,,,,,
1.75E-20,0.650713679,0.551,0.258,4,Fmo1,,,,,,,,,,,
7.44E-13,0.647995884,0.274,0.099,4,Acot1,,,,,,,,,,,
7.32E-15,0.647039513,0.3,0.108,4,Acox1,,,,,,,,,,,
9.10E-26,0.646264622,0.73,0.412,4,Sqstm1,,,,,,,,,,,
9.02E-14,0.641747178,0.361,0.157,4,Dusp1,,,,,,,,,,,
1.13E-11,0.640444675,0.209,0.066,4,Mfsd4b1,,,,,,,,,,,
6.39E-32,0.636985939,0.783,0.45,4,Actg1,,,,,,,,,,,
1.17E-13,0.636688695,0.217,0.064,4,Slc6a18,,,,,,,,,,,
2.68E-10,0.63650766,0.255,0.1,4,Hacl1,,,,,,,,,,,
3.72E-12,0.635171609,0.308,0.125,4,Rsrp1,,,,,,,,,,,
2.49E-67,0.633533428,0.989,0.89,4,Ftl1,,,,,,,,,,,
5.99E-60,0.628434272,0.913,0.463,4,Akr1c21,,,,,,,,,,,
5.22E-12,0.627128682,0.16,0.04,4,Plekhf2,,,,,,,,,,,
5.78E-45,0.624985118,0.973,0.852,4,Ubb,,,,,,,,,,,
5.69E-13,0.623536237,0.221,0.067,4,Prnp,,,,,,,,,,,
4.28E-12,0.621418504,0.395,0.193,4,Xist,,,,,,,,,,,
2.76E-12,0.62057918,0.171,0.044,4,Slc25a25,,,,,,,,,,,
2.22E-10,0.619704572,0.365,0.192,4,Dynll1,,,,,,,,,,,
8.71E-95,0.608512138,0.996,0.639,4,Miox,,,,,,,,,,,
1.41E-12,0.608195214,0.449,0.234,4,Tcn2,,,,,,,,,,,
5.51E-12,0.607699311,0.217,0.07,4,G3bp1,,,,,,,,,,,
2.56E-13,0.607137128,0.285,0.105,4,Tkfc,,,,,,,,,,,
7.09E-11,0.605512461,0.19,0.059,4,Alpl,,,,,,,,,,,
2.51E-14,0.605098968,0.414,0.189,4,Gclm,,,,,,,,,,,
2.05E-14,0.601826759,0.251,0.082,4,Cyp2d26,,,,,,,,,,,
3.24E-10,0.598625398,0.236,0.093,4,Cth,,,,,,,,,,,
4.43E-13,0.598127447,0.388,0.177,4,Srsf11,,,,,,,,,,,
1.14E-15,0.596405331,0.331,0.127,4,Jund,,,,,,,,,,,
3.72E-17,0.594320861,0.354,0.136,4,Acsm2,,,,,,,,,,,
