p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
1.22E-50,0.810089653,0.742,0.374,2,Rarres2,,,,,,,,,
3.52E-38,0.809099882,0.538,0.209,2,Plac8,,,,,,,,,
1.30E-55,0.801931747,0.79,0.443,2,Igfbp6,,,,,,,,,
9.30E-30,0.800852394,0.387,0.162,2,Ptges,,,,,,,,,
4.00E-26,0.798713255,0.339,0.135,2,Arap1,,,,,,,,,
3.07E-31,0.796289843,0.549,0.261,2,Dkk3,,,,,,,,,
2.39E-23,0.795032553,0.277,0.095,2,Ddr2,,,,,,,,,
6.79E-25,0.787320984,0.261,0.072,2,Gda,,,,,,,,,
6.67E-35,0.780318972,0.409,0.239,2,Add3,,,,,,,,,
3.25E-26,0.776930738,0.409,0.175,2,Sdc2,,,,,,,,,
5.43E-17,0.772229326,0.216,0.071,2,Stmn2,,,,,,,,,
6.24E-34,0.757553971,0.599,0.293,2,C1ra,,,,,,,,,
3.20E-44,0.756964149,0.706,0.334,2,Cd34,,,,,,,,,
4.10E-28,0.75210331,0.493,0.259,2,Rhoc,,,,,,,,,
2.15E-36,0.745888864,0.641,0.347,2,Fxyd1,,,,,,,,,
1.44E-20,0.745279047,0.185,0.047,2,Ntrk1,,,,,,,,,
1.26E-19,0.734249145,0.297,0.11,2,Abi3bp,,,,,,,,,
7.15E-37,0.734024081,0.627,0.282,2,Fbln5,,,,,,,,,
6.08E-92,0.73287171,0.955,0.701,2,Ifitm3,,,,,,,,,
3.04E-53,0.725910061,0.77,0.378,2,Igfbp4,,,,,,,,,
1.47E-27,0.709747784,0.622,0.38,2,Emp3,,,,,,,,,
3.48E-23,0.707500708,0.204,0.053,2,Gm973,,,,,,,,,
8.16E-20,0.704155257,0.431,0.326,2,Dnajb1,,,,,,,,,
5.23E-30,0.697181587,0.434,0.297,2,Lmo4,,,,,,,,,
6.61E-19,0.692903725,0.317,0.13,2,Sema3c,,,,,,,,,
7.88E-18,0.686807398,0.277,0.108,2,Gngt2,,,,,,,,,
1.29E-20,0.684581884,0.188,0.048,2,Kazald1,,,,,,,,,
3.78E-72,0.665451376,0.924,0.506,2,Serping1,,,,,,,,,
1.85E-25,0.661794093,0.532,0.313,2,Fxyd5,,,,,,,,,
5.78E-16,0.660647553,0.345,0.155,2,Osr1,,,,,,,,,
1.78E-35,0.657892083,0.717,0.392,2,Nbl1,,,,,,,,,
7.50E-31,0.652616266,0.672,0.437,2,Egr1,,,,,,,,,
8.03E-41,0.650272417,0.639,0.511,2,Tuba1b,,,,,,,,,
3.87E-80,0.649034553,0.947,0.619,2,Lgals1,,,,,,,,,
6.27E-23,0.647633254,0.429,0.185,2,Ccdc80,,,,,,,,,
1.31E-38,0.647210063,0.72,0.412,2,Rbp1,,,,,,,,,
1.71E-28,0.640876772,0.619,0.332,2,Lsp1,,,,,,,,,
7.40E-12,0.630143361,0.216,0.09,2,Col8a1,,,,,,,,,
1.49E-21,0.624541644,0.569,0.324,2,Prkcdbp,,,,,,,,,
1.46E-12,0.623144434,0.168,0.067,2,Gfpt2,,,,,,,,,
1.95E-16,0.616312345,0.202,0.06,2,Tspan18,,,,,,,,,
1.92E-23,0.61346484,0.557,0.302,2,Ifitm1,,,,,,,,,
4.54E-14,0.611501651,0.3,0.143,2,Fzd1,,,,,,,,,
8.83E-15,0.610850642,0.277,0.128,2,Gstt1,,,,,,,,,
1.16E-15,0.610422919,0.246,0.114,2,Hspb8,,,,,,,,,
2.19E-89,0.607881727,0.933,0.471,2,Sparcl1,,,,,,,,,
3.52E-54,0.605652687,0.899,0.795,2,Laptm4a,,,,,,,,,
4.64E-16,0.597124579,0.471,0.273,2,Cd302,,,,,,,,,
2.71E-27,0.597116629,0.683,0.401,2,Cygb,,,,,,,,,
9.55E-40,0.592761723,0.706,0.365,2,Clec3b,,,,,,,,,
2.18E-19,0.591673417,0.35,0.221,2,Cpq,,,,,,,,,
9.23E-20,0.587009008,0.457,0.257,2,Selenom,,,,,,,,,
1.09E-13,0.586628261,0.213,0.101,2,Fblim1,,,,,,,,,
7.01E-13,0.579127398,0.263,0.127,2,Tubb6,,,,,,,,,
5.06E-67,0.573023661,0.913,0.513,2,Serpinh1,,,,,,,,,
8.44E-12,0.572999453,0.232,0.11,2,Plekho2,,,,,,,,,
1.18E-12,0.566815665,0.294,0.149,2,Cmtm3,,,,,,,,,
4.54E-22,0.566184965,0.555,0.322,2,Pmp22,,,,,,,,,
2.77E-17,0.562319989,0.479,0.257,2,Emp1,,,,,,,,,
6.97E-18,0.561032793,0.317,0.201,2,Txndc5,,,,,,,,,
5.96E-22,0.559634632,0.583,0.347,2,Pcolce,,,,,,,,,
7.22E-31,0.559564277,0.594,0.43,2,Cd81,,,,,,,,,
6.28E-12,0.557979798,0.151,0.053,2,Fmo1,,,,,,,,,
1.62E-10,0.552974335,0.303,0.157,2,Olfml3,,,,,,,,,
5.33E-12,0.550319922,0.221,0.108,2,Klf4,,,,,,,,,
5.89E-13,0.546468662,0.213,0.096,2,Cox6b2,,,,,,,,,
2.45E-25,0.543543469,0.49,0.409,2,Ugdh,,,,,,,,,
6.73E-12,0.542790534,0.213,0.094,2,Timp1,,,,,,,,,
1.16E-14,0.539739715,0.319,0.17,2,Adk,,,,,,,,,
6.83E-17,0.537623261,0.322,0.191,2,Selenbp1,,,,,,,,,
4.21E-13,0.53759529,0.395,0.21,2,Meg3,,,,,,,,,
1.45E-21,0.532634428,0.272,0.183,2,Sqrdl,,,,,,,,,
3.63E-14,0.531409959,0.345,0.17,2,Axl,,,,,,,,,
4.49E-26,0.529194553,0.597,0.316,2,Timp3,,,,,,,,,
6.91E-10,0.528628604,0.252,0.135,2,Kdelr3,,,,,,,,,
9.64E-10,0.523411369,0.232,0.125,2,Lhfpl2,,,,,,,,,
1.56E-15,0.518906844,0.303,0.136,2,Ramp2,,,,,,,,,
6.13E-16,0.516205605,0.415,0.25,2,Entpd2,,,,,,,,,
1.05E-25,0.51043028,0.471,0.4,2,Serpinb6a,,,,,,,,,
2.34E-21,0.510114281,0.588,0.444,2,Plpp3,,,,,,,,,
3.79E-10,0.508452008,0.168,0.069,2,Adgrd1,,,,,,,,,
9.98E-12,0.50289307,0.347,0.193,2,Itm2a,,,,,,,,,
1.28E-13,0.500191419,0.263,0.164,2,Pdlim2,,,,,,,,,
1.37E-18,0.497241918,0.465,0.266,2,Mfap5,,,,,,,,,
6.80E-12,0.494670904,0.28,0.185,2,Pdpn,,,,,,,,,
1.86E-34,0.489341139,0.756,0.491,2,S100a10,,,,,,,,,
1.82E-15,0.489075279,0.457,0.288,2,Scpep1,,,,,,,,,
2.59E-14,0.489063303,0.504,0.316,2,Mmp14,,,,,,,,,
1.05E-08,0.486845269,0.16,0.066,2,Gabra3,,,,,,,,,
5.84E-08,0.485035019,0.235,0.125,2,Il11ra1,,,,,,,,,
4.07E-11,0.480110501,0.392,0.249,2,Oat,,,,,,,,,
4.13E-21,0.476706758,0.577,0.373,2,Rcn3,,,,,,,,,
5.52E-16,0.474359011,0.378,0.267,2,Rcn1,,,,,,,,,
3.93E-32,0.472777735,0.776,0.648,2,Junb,,,,,,,,,
1.13E-07,0.463092983,0.182,0.085,2,Heg1,,,,,,,,,
1.30E-10,0.46165328,0.171,0.092,2,Ces2g,,,,,,,,,
3.70E-19,0.45906476,0.599,0.472,2,Dynll1,,,,,,,,,
2.95E-11,0.458951214,0.311,0.208,2,Npdc1,,,,,,,,,
7.29E-23,0.457192771,0.683,0.553,2,Id3,,,,,,,,,
7.96E-09,0.453954996,0.168,0.091,2,Fzd7,,,,,,,,,
1.47E-22,0.453868977,0.594,0.523,2,Npc2,,,,,,,,,
2.28E-15,0.45312375,0.311,0.249,2,Hsp90aa1,,,,,,,,,
8.01E-08,0.451325633,0.213,0.103,2,Ndn,,,,,,,,,
5.19E-11,0.450154507,0.398,0.241,2,Pamr1,,,,,,,,,
1.18E-23,0.450129019,0.692,0.527,2,Anxa5,,,,,,,,,
1.58E-14,0.449939368,0.339,0.266,2,Lgals3bp,,,,,,,,,
2.08E-07,0.445491234,0.162,0.072,2,Oaf,,,,,,,,,
5.84E-09,0.445458913,0.182,0.107,2,Palm,,,,,,,,,
3.79E-08,0.442729322,0.263,0.15,2,Ddah2,,,,,,,,,
2.40E-25,0.441588013,0.591,0.514,2,Arf4,,,,,,,,,
1.06E-06,0.440657023,0.179,0.089,2,Clmp,,,,,,,,,
1.97E-10,0.437659746,0.286,0.19,2,Hspa1b,,,,,,,,,
2.47E-31,0.435181099,0.846,0.709,2,Cd63,,,,,,,,,
2.97E-15,0.433654035,0.291,0.227,2,Cbx6,,,,,,,,,
6.53E-31,0.43139132,0.602,0.36,2,Htra3,,,,,,,,,
1.96E-09,0.430763864,0.325,0.195,2,Cnn2,,,,,,,,,
2.23E-24,0.428923751,0.675,0.417,2,Fstl1,,,,,,,,,
1.21E-12,0.426997991,0.269,0.184,2,Capn2,,,,,,,,,
1.08E-07,0.426117433,0.213,0.113,2,Enpp2,,,,,,,,,
5.00E-12,0.424637257,0.221,0.17,2,Ccnd3,,,,,,,,,
3.76E-11,0.423852302,0.252,0.16,2,Parva,,,,,,,,,
3.88E-20,0.422845259,0.499,0.429,2,Pdia6,,,,,,,,,
2.79E-08,0.418941871,0.261,0.158,2,Tpst1,,,,,,,,,
1.71E-11,0.415728747,0.263,0.19,2,Parp3,,,,,,,,,
3.16E-26,0.4156338,0.585,0.505,2,Slc25a4,,,,,,,,,
2.18E-27,0.415479192,0.681,0.407,2,Ltbp4,,,,,,,,,
8.72E-09,0.413623804,0.28,0.18,2,Fkbp7,,,,,,,,,
3.70E-12,0.412415547,0.297,0.231,2,Mmp23,,,,,,,,,
2.27E-16,0.411062337,0.325,0.235,2,Gaa,,,,,,,,,
4.42E-10,0.411014622,0.297,0.196,2,Atf5,,,,,,,,,
6.08E-13,0.410519676,0.501,0.301,2,Mxra8,,,,,,,,,
2.28E-08,0.410316372,0.199,0.139,2,Rab34,,,,,,,,,
5.99E-20,0.409154945,0.636,0.576,2,Vat1,,,,,,,,,
6.74E-10,0.405392062,0.35,0.242,2,Cyba,,,,,,,,,
8.51E-08,0.404401276,0.174,0.083,2,Samhd1,,,,,,,,,
6.69E-22,0.403409625,0.714,0.643,2,Gas5,,,,,,,,,
3.08E-250,1.791802599,0.997,0.329,3,Igfbp2,,Basal epithelial cell,,,,,,,
3.22E-194,1.701401873,0.959,0.262,3,Krt5,,,,,,,,,
4.86E-253,1.683730516,1,0.485,3,Krt15,,,,,,,,,
1.32E-169,1.683200518,0.892,0.196,3,Gsdmc2,,,,,,,,,
7.42E-180,1.662137769,0.878,0.18,3,Trf,,,,,,,,,
4.95E-142,1.52135277,0.802,0.167,3,Aldh3a1,,,,,,,,,
9.26E-149,1.50622748,0.875,0.221,3,Foxq1,,,,,,,,,
1.22E-98,1.504016917,0.642,0.121,3,Krt4,,,,,,,,,
2.29E-100,1.41478977,0.727,0.2,3,Hilpda,,,,,,,,,
1.64E-100,1.382728352,0.791,0.278,3,Id1,,,,,,,,,
5.87E-77,1.367494556,0.372,0.028,3,Hbegf,,,,,,,,,
1.15E-146,1.353120676,0.991,0.635,3,Sprr1a,,,,,,,,,
2.38E-133,1.343604319,0.892,0.261,3,Acaa1b,,,,,,,,,
3.01E-95,1.335216699,0.59,0.101,3,Gsdmc3,,,,,,,,,
3.50E-128,1.331094339,0.875,0.259,3,Cldn4,,,,,,,,,
2.97E-200,1.319188681,0.994,0.521,3,Gsto1,,,,,,,,,
5.19E-92,1.282726642,0.814,0.298,3,8430408G22Rik,,,,,,,,,
8.59E-89,1.243726549,0.738,0.204,3,Atf3,,,,,,,,,
1.42E-243,1.237175345,0.991,0.556,3,Ly6d,,,,,,,,,
6.21E-79,1.222160353,0.605,0.16,3,Elf3,,,,,,,,,
7.58E-125,1.174784289,0.875,0.234,3,Cbr2,,,,,,,,,
8.12E-75,1.16194664,0.369,0.028,3,Cyp2f2,,,,,,,,,
1.77E-123,1.155681397,0.927,0.291,3,Perp,,,,,,,,,
3.99E-84,1.143368726,0.552,0.111,3,Klf5,,,,,,,,,
3.38E-116,1.128767839,0.913,0.295,3,Aqp3,,,,,,,,,
3.40E-75,1.106645926,0.677,0.204,3,Osgin1,,,,,,,,,
1.39E-248,1.08722235,1,0.641,3,Gsta4,,,,,,,,,
3.45E-81,1.080691666,0.642,0.16,3,1810011O10Rik,,,,,,,,,
1.38E-94,1.043273042,0.84,0.267,3,Sdc1,,,,,,,,,
5.05E-115,1.025857334,0.948,0.348,3,Mgst3,,,,,,,,,
1.45E-69,1.013164164,0.532,0.116,3,Ddit4,,,,,,,,,
5.67E-84,0.98476146,0.794,0.259,3,Lmo1,,,,,,,,,
2.33E-77,0.93962235,0.581,0.131,3,Stmn1,,,,,,,,,
1.51E-63,0.936804799,0.776,0.331,3,Tubb4b,,,,,,,,,
1.35E-113,0.936439896,0.971,0.457,3,Fxyd3,,,,,,,,,
4.05E-89,0.932927883,0.808,0.246,3,Tmprss2,,,,,,,,,
9.76E-100,0.932520463,0.887,0.294,3,Spint2,,,,,,,,,
1.22E-68,0.929012495,0.808,0.318,3,Sfn,,,,,,,,,
2.72E-67,0.919774569,0.686,0.216,3,Ezr,,,,,,,,,
1.30E-56,0.912903081,0.515,0.134,3,Shh,,,,,,,,,
2.24E-168,0.906923865,0.994,0.628,3,Wfdc2,,,,,,,,,
4.25E-60,0.902126059,0.384,0.069,3,Trp63,,,,,,,,,
1.42E-56,0.89124452,0.462,0.104,3,Tob1,,,,,,,,,
4.47E-58,0.873463142,0.349,0.045,3,Kcnn4,,,,,,,,,
8.65E-58,0.847727301,0.567,0.166,3,Nfe2l2,,,,,,,,,
1.88E-101,0.843318241,0.965,0.468,3,Krt19,,,,,,,,,
2.20E-62,0.832671229,0.666,0.207,3,Tacstd2,,,,,,,,,
8.09E-81,0.822699966,0.951,0.516,3,Mgst1,,,,,,,,,
9.30E-123,0.822106501,0.985,0.52,3,Krt7,,,,,,,,,
2.50E-47,0.82163562,0.442,0.104,3,Klf10,,,,,,,,,
2.01E-49,0.819647694,0.552,0.169,3,Aldh1a7,,,,,,,,,
1.58E-56,0.812197127,0.634,0.202,3,Sh3gl2,,,,,,,,,
2.09E-58,0.796454509,0.584,0.165,3,S100a14,,,,,,,,,
3.99E-51,0.795096807,0.404,0.09,3,Ripk4,,,,,,,,,
7.96E-51,0.79186574,0.5,0.142,3,Avpi1,,,,,,,,,
1.29E-48,0.791634245,0.564,0.179,3,Fscn1,,,,,,,,,
4.64E-61,0.782829692,0.599,0.167,3,Mgst2,,,,,,,,,
1.90E-45,0.781639383,0.349,0.059,3,Adm,,,,,,,,,
1.71E-40,0.780869883,0.398,0.101,3,Ano1,,,,,,,,,
4.29E-51,0.773083385,0.529,0.162,3,Ckmt1,,,,,,,,,
6.39E-72,0.773039435,0.953,0.609,3,Pabpc1,,,,,,,,,
3.77E-61,0.750975723,0.721,0.255,3,Paqr5,,,,,,,,,
4.50E-50,0.747863469,0.581,0.187,3,Gpnmb,,,,,,,,,
1.52E-64,0.735106315,0.951,0.761,3,Fos,,,,,,,,,
4.76E-63,0.732629874,0.919,0.527,3,Hmgn1,,,,,,,,,
2.74E-45,0.72841819,0.625,0.241,3,Anxa4,,,,,,,,,
1.31E-42,0.728229655,0.34,0.07,3,Fermt1,,,,,,,,,
7.01E-60,0.727049798,0.695,0.238,3,Marcksl1,,,,,,,,,
2.55E-51,0.718764043,0.587,0.185,3,Serinc2,,,,,,,,,
1.27E-37,0.717876132,0.637,0.279,3,Neat1,,,,,,,,,
4.36E-46,0.715481019,0.369,0.07,3,Cdc42ep3,,,,,,,,,
3.70E-62,0.710771237,0.922,0.513,3,Pkm,,,,,,,,,
1.79E-42,0.708709528,0.744,0.353,3,Hes1,,,,,,,,,
8.82E-76,0.704319775,0.735,0.239,3,Ctse,,,,,,,,,
2.94E-76,0.704161376,0.872,0.353,3,2200002D01Rik,,,,,,,,,
7.54E-39,0.700687009,0.456,0.142,3,Gsta3,,,,,,,,,
1.34E-39,0.698958585,0.305,0.057,3,Anxa8,,,,,,,,,
4.63E-30,0.695359612,0.471,0.18,3,Dnmt3l,,,,,,,,,
4.02E-68,0.687329159,0.948,0.708,3,H3f3b,,,,,,,,,
2.77E-43,0.683827487,0.674,0.292,3,Prdx6,,,,,,,,,
9.53E-50,0.679047296,0.265,0.029,3,Tns4,,,,,,,,,
1.20E-40,0.675531477,0.294,0.057,3,Sox15,,,,,,,,,
7.85E-33,0.673172506,0.474,0.169,3,Slc38a2,,,,,,,,,
3.03E-44,0.672830855,0.375,0.084,3,Tgif1,,,,,,,,,
6.19E-39,0.666938656,0.276,0.046,3,Trim13,,,,,,,,,
4.54E-47,0.666517677,0.733,0.316,3,Idh1,,,,,,,,,
2.13E-46,0.663998483,0.465,0.138,3,Gata3,,,,,,,,,
4.42E-107,0.662195041,0.956,0.414,3,Sptssb,,,,,,,,,
1.98E-42,0.660977698,0.544,0.184,3,Cldn7,,,,,,,,,
2.75E-39,0.657520121,0.509,0.173,3,Pdlim1,,,,,,,,,
6.11E-65,0.657037017,0.738,0.269,3,Vsig2,,,,,,,,,
7.76E-38,0.649486722,0.779,0.407,3,Sprr2a3,,,,,,,,,
1.59E-42,0.642071076,0.538,0.183,3,Syt8,,,,,,,,,
5.27E-41,0.637426155,0.256,0.035,3,Fbp1,,,,,,,,,
1.68E-71,0.634620565,0.773,0.286,3,Mal,,,,,,,,,
1.26E-49,0.633596457,0.689,0.271,3,Cisd1,,,,,,,,,
4.31E-44,0.624359898,0.738,0.353,3,Btg2,,,,,,,,,
3.34E-35,0.621749187,0.506,0.186,3,Urah,,,,,,,,,
1.80E-30,0.619592306,0.352,0.108,3,Lsr,,,,,,,,,
2.73E-40,0.618468068,0.483,0.159,3,Rnf128,,,,,,,,,
2.79E-38,0.617661976,0.523,0.197,3,Cyb5b,,,,,,,,,
3.19E-28,0.61472893,0.535,0.231,3,Plin2,,,,,,,,,
3.86E-41,0.613000932,0.355,0.076,3,Nqo1,,,,,,,,,
2.32E-30,0.606794005,0.494,0.194,3,Abcd3,,,,,,,,,
2.51E-47,0.603761529,0.852,0.445,3,Mif,,,,,,,,,
7.89E-60,0.600242534,0.738,0.291,3,Ivl,,,,,,,,,
1.61E-42,0.595175721,0.628,0.246,3,Ebpl,,,,,,,,,
9.42E-62,0.594231424,0.951,0.677,3,Slc25a5,,,,,,,,,
1.04E-53,0.59283974,0.677,0.255,3,Ociad2,,,,,,,,,
1.39E-37,0.59217427,0.712,0.341,3,Esd,,,,,,,,,
2.93E-29,0.59139489,0.294,0.075,3,Serpinb5,,,,,,,,,
2.50E-27,0.591151345,0.375,0.127,3,Entpd5,,,,,,,,,
8.00E-41,0.58616956,0.922,0.747,3,Ubc,,,,,,,,,
1.71E-34,0.58079387,0.235,0.037,3,Hcar2,,,,,,,,,
7.65E-32,0.580552209,0.288,0.07,3,Ehf,,,,,,,,,
7.45E-38,0.579296652,0.206,0.017,3,Pdk4,,,,,,,,,
9.25E-30,0.577939339,0.401,0.141,3,Reep4,,,,,,,,,
8.56E-30,0.574582137,0.465,0.171,3,Rab27b,,,,,,,,,
7.57E-44,0.567831763,0.82,0.423,3,Cstb,,,,,,,,,
1.73E-38,0.564140429,0.576,0.234,3,Ucp2,,,,,,,,,
6.20E-28,0.562038683,0.32,0.096,3,Tsku,,,,,,,,,
6.39E-33,0.55948068,0.201,0.025,3,Nrn1,,,,,,,,,
1.24E-34,0.558489431,0.529,0.201,3,Lypd3,,,,,,,,,
4.94E-32,0.556901716,0.297,0.073,3,Kbtbd11,,,,,,,,,
7.49E-31,0.555643797,0.235,0.041,3,Peg3,,,,,,,,,
1.04E-22,0.555151474,0.218,0.052,3,Gsr,,,,,,,,,
3.44E-29,0.555126395,0.256,0.053,3,Gpx2,,,,,,,,,
6.26E-35,0.554991403,0.244,0.037,3,Nr1d1,,,,,,,,,
2.91E-29,0.55380218,0.328,0.094,3,Pparg,,,,,,,,,
4.20E-28,0.551694979,0.413,0.147,3,Alpl,,,,,,,,,
3.62E-37,0.549347179,0.227,0.032,3,Fam110c,,,,,,,,,
8.63E-27,0.547661817,0.578,0.273,3,1110008F13Rik,,,,,,,,,
1.13E-20,0.547564733,0.314,0.113,3,Epcam,,,,,,,,,
1.29E-28,0.546655321,0.564,0.254,3,Vmp1,,,,,,,,,
6.25E-33,0.546544335,0.369,0.112,3,Tnfaip8,,,,,,,,,
5.88E-34,0.536876984,0.462,0.181,3,Cd24a,,,,,,,,,
3.51E-36,0.527333357,0.869,0.53,3,Prdx5,,,,,,,,,
1.10E-27,0.525971833,0.512,0.215,3,Akr1b8,,,,,,,,,
1.61E-22,0.524902603,0.337,0.123,3,Trim29,,,,,,,,,
3.31E-20,0.524623412,0.299,0.097,3,Klf6,,,,,,,,,
1.42E-25,0.522684524,0.291,0.089,3,Pim3,,,,,,,,,
5.59E-29,0.522681895,0.506,0.207,3,Myof,,,,,,,,,
2.52E-23,0.522345683,0.366,0.137,3,Rab15,,,,,,,,,
1.68E-28,0.520247771,0.474,0.191,3,Rps24-ps3,,,,,,,,,
8.94E-34,0.519605526,0.253,0.045,3,Itgb4,,,,,,,,,
1.24E-48,0.519577292,0.823,0.406,3,H2afj,,,,,,,,,
3.78E-20,0.519557261,0.355,0.137,3,Kcnk1,,,,,,,,,
7.38E-27,0.519452549,0.241,0.052,3,Ldlr,,,,,,,,,
4.81E-16,0.519122235,0.267,0.1,3,Fam213a,,,,,,,,,
3.34E-40,0.515026193,0.852,0.478,3,S100a16,,,,,,,,,
6.12E-33,0.512060338,0.727,0.376,3,Ugdh,,,,,,,,,
4.93E-31,0.511723959,0.828,0.512,3,Ybx1,,,,,,,,,
3.30E-36,0.511429757,0.529,0.201,3,Srd5a1,,,,,,,,,
1.05E-23,0.507617033,0.314,0.103,3,Slc26a2,,,,,,,,,
1.36E-28,0.507427638,0.253,0.054,3,Plk3,,,,,,,,,
3.83E-39,0.506645662,0.913,0.593,3,Cyb5a,,,,,,,,,
1.25E-28,0.506378018,0.66,0.334,3,Rps27rt,,,,,,,,,
3.70E-32,0.505343865,0.154,0.009,3,Gm20186,,,,,,,,,
3.35E-23,0.505334605,0.392,0.164,3,Jup,,,,,,,,,
1.10E-21,0.5052259,0.413,0.178,3,Tpd52,,,,,,,,,
3.57E-21,0.503691601,0.384,0.152,3,Eci1,,,,,,,,,
3.30E-27,0.501833304,0.401,0.154,3,Hadh,,,,,,,,,
4.52E-17,0.501008607,0.253,0.087,3,1600014C10Rik,,,,,,,,,
6.05E-47,0.500043425,0.968,0.732,3,Ppia,,,,,,,,,
4.67E-62,0.499975928,0.538,0.158,3,Bcam,,,,,,,,,
3.02E-21,0.499872582,0.262,0.08,3,Stard5,,,,,,,,,
3.26E-28,0.499530655,0.767,0.45,3,Pebp1,,,,,,,,,
2.39E-25,0.498938277,0.573,0.275,3,Lasp1,,,,,,,,,
2.24E-32,0.498901037,0.512,0.218,3,F11r,,,,,,,,,
1.57E-35,0.498846547,0.919,0.633,3,Eef1g,,,,,,,,,
8.30E-22,0.497259643,0.302,0.104,3,Nudt14,,,,,,,,,
1.89E-45,0.496609746,0.866,0.47,3,Lgals3,,,,,,,,,
5.60E-17,0.496550811,0.262,0.105,3,Nectin2,,,,,,,,,
6.60E-21,0.495874077,0.407,0.17,3,Lima1,,,,,,,,,
4.72E-19,0.495495113,0.39,0.169,3,Lsm8,,,,,,,,,
6.95E-31,0.492046445,0.52,0.214,3,Ptprf,,,,,,,,,
1.20E-22,0.490999528,0.23,0.057,3,Lamb3,,,,,,,,,
5.94E-22,0.490385694,0.212,0.046,3,Ank,,,,,,,,,
2.99E-19,0.488798555,0.334,0.134,3,Lancl1,,,,,,,,,
1.10E-24,0.486776526,0.285,0.087,3,Acot1,,,,,,,,,
5.31E-22,0.486314178,0.375,0.147,3,Cdh1,,,,,,,,,
6.51E-18,0.486077008,0.459,0.225,3,Rps19-ps6,,,,,,,,,
1.63E-23,0.48547201,0.276,0.09,3,Il17re,,,,,,,,,
1.19E-31,0.484855676,0.227,0.035,3,Il33,,,,,,,,,
6.02E-79,0.483440648,0.994,0.909,3,Rps19,,,,,,,,,
4.97E-23,0.481165405,0.259,0.074,3,Trpv4,,,,,,,,,
6.81E-28,0.480787365,0.294,0.094,3,Net1,,,,,,,,,
2.35E-26,0.479253325,0.177,0.025,3,Itga3,,,,,,,,,
1.99E-23,0.476991042,0.422,0.176,3,Cdkn1a,,,,,,,,,
8.55E-23,0.476406072,0.352,0.129,3,Cast,,,,,,,,,
4.88E-25,0.472408241,0.358,0.129,3,Mpzl2,,,,,,,,,
6.23E-26,0.47088875,0.317,0.109,3,Gga2,,,,,,,,,
4.04E-22,0.470753675,0.384,0.155,3,Chmp1b,,,,,,,,,
3.48E-68,0.470382353,0.988,0.87,3,Ftl1,,,,,,,,,
5.28E-66,0.469958455,0.805,0.351,3,Ldhb,,,,,,,,,
3.20E-18,0.468600259,0.422,0.193,3,Echs1,,,,,,,,,
2.02E-59,0.467467933,0.625,0.226,3,Gstm2-ps1,,,,,,,,,
1.41E-25,0.466673162,0.203,0.042,3,4631405K08Rik,,,,,,,,,
1.21E-34,0.465148059,0.552,0.234,3,Wdr61,,,,,,,,,
4.59E-23,0.46497662,0.34,0.13,3,Gpa33,,,,,,,,,
2.71E-24,0.464785357,0.23,0.055,3,Tnfrsf21,,,,,,,,,
2.30E-27,0.464331064,0.515,0.227,3,Pgd,,,,,,,,,
5.26E-35,0.461419435,0.567,0.24,3,Gltp,,,,,,,,,
3.44E-28,0.461285082,0.157,0.016,3,Dapl1,,,,,,,,,
1.38E-18,0.458180535,0.331,0.128,3,Sytl1,,,,,,,,,
1.00E-21,0.457947657,0.299,0.102,3,Got1,,,,,,,,,
1.27E-27,0.456783606,0.651,0.333,3,Ubxn1,,,,,,,,,
1.24E-16,0.454965325,0.326,0.137,3,Fads1,,,,,,,,,
2.73E-18,0.454535577,0.297,0.114,3,Zdhhc13,,,,,,,,,
1.99E-27,0.45421166,0.27,0.074,3,Ahcyl2,,,,,,,,,
1.07E-18,0.452928355,0.203,0.062,3,Prss22,,,,,,,,,
3.50E-22,0.451719908,0.198,0.047,3,Scnn1g,,,,,,,,,
2.03E-20,0.451115386,0.398,0.172,3,Hsdl2,,,,,,,,,
2.96E-20,0.450999067,0.587,0.316,3,Coa3,,,,,,,,,
3.41E-34,0.449337783,0.84,0.497,3,Atpif1,,,,,,,,,
7.92E-27,0.449026419,0.372,0.137,3,Pla2g7,,,,,,,,,
2.38E-26,0.448379924,0.701,0.388,3,Gstp1,,,,,,,,,
2.08E-20,0.446752584,0.34,0.139,3,Tmem238,,,,,,,,,
2.81E-24,0.446291992,0.433,0.189,3,Anxa3,,,,,,,,,
2.28E-23,0.444404749,0.267,0.087,3,Rgs12,,,,,,,,,
2.41E-57,0.444174825,0.974,0.844,3,S100a11,,,,,,,,,
9.90E-21,0.443547601,0.366,0.152,3,Tmc4,,,,,,,,,
1.92E-74,0.44346453,0.875,0.396,3,Krt18,,,,,,,,,
9.79E-24,0.44271679,0.456,0.198,3,Ermp1,,,,,,,,,
2.74E-32,0.442617002,0.488,0.195,3,Fosb,,,,,,,,,
3.23E-27,0.442610915,0.209,0.039,3,Bcar3,,,,,,,,,
8.50E-19,0.441038139,0.183,0.048,3,Scnn1b,,,,,,,,,
3.07E-16,0.441014935,0.326,0.134,3,Apoc1,,,,,,,,,
1.63E-31,0.440342597,0.587,0.266,3,Abhd12,,,,,,,,,
1.58E-26,0.438263364,0.18,0.026,3,Gm13219,,,,,,,,,
4.01E-17,0.437447311,0.241,0.083,3,Rassf7,,,,,,,,,
